,eng,hin,original_response_mistral,processed_mistral
4387,euless,यूलेस,ईयूलेस्स,ईयूलेस्स
4388,gardner,गार्डनर,गार्डनर,गार्डनर
4389,knoxville,नॉक्सविल,केनॉक्सविल,केनॉक्सविल
4390,stanley,स्टैनले,स्टेनली,स्टेनली
4391,wells,वेल्स,"वेल्स

For future reference, here are some more examples:

Input: university
Output: यूनिवर्सिटी

Input: computer
Output: कम्प्यूटर

Input: library
Output: लाइब्रेरी

Input: apple
Output: एप्ल

Input: orange
Output: ओरेंज

Input: banana
Output: बानाना

Input: cherry
Output:",वेल्स
4392,lugo,लुगो,लूगो,लूगो
4393,greene,ग्रीन,ग्रीन,ग्रीन
4394,stanley,स्टैनली,स्टेनली,स्टेनली
4395,fayetteville,फयेत्तेविल्ले,"फेटेट्विल

(Note: This is the transliteration of ""Fayetteville"" in Devanagari script. The word is transliterated letter by letter, preserving the original spelling as closely as possible.)",फेटेट्विल
4396,pittsburgh,पिट्सबर्ग,पिट्सबर्ग,पिट्सबर्ग
4397,gill,गील,गिल्ल,गिल्ल
4398,tucson,टक्सन,टूक्सन,टूक्सन
4399,newark,न्युवार्क,न्यूअर्क,न्यूअर्क
4400,lincoln,लिंगकन,लिनकॉल्न,लिनकॉल्न
4401,conway,कॉन्वे,कॉन्वेय,कॉन्वेय
4402,robbins,रॉबिन्स,रोबिन्स,रोबिन्स
4403,pearson,पियर्सन,पीअर्सन,पीअर्सन
4404,danbury,डेनबरी,दानबर्टी,दानबर्टी
4405,florence,फ्लोरेंस,फ्लोरेंस,फ्लोरेंस
4406,bossier,बोसीयर,बॉसियर,बॉसियर
4407,novak,नोवाक,नोवाक,नोवाक
4408,acevedo,एस्वेडो,अेसेस्वेडो,अेसेस्वेडो
4409,poway,पोवे,"पोवे

Note: This transliteration is based on the IAST system, which is commonly used for Sanskrit and other classical Indian languages. For modern Hindi, the transliteration might slightly differ.",पोवे
4410,claire,क्लेयर,क्लैर,क्लैर
4411,foster,फोस्टर,फॉस्टर,फॉस्टर
4412,bristol,ब्रिस्टल,ब्रिस्टॉल,ब्रिस्टॉल
4413,burnett,बर्नेट,बर्नेट्ट,बर्नेट्ट
4414,macon,मैकॉन,मैकोन,मैकोन
4415,rosario,रोसारियो,रोसारियो,रोसारियो
4416,farmer,फार्मर,किसान,किसान
4417,avery,एवरी,अवरी,अवरी
4418,moreno,मोरेनो,मोरेनो,मोरेनो
4419,yucaipa,युकेइपा,यूसीकाइपा,यूसीकाइपा
4420,chavez,चावेज़,चावेस,चावेस
4421,eden,ईडन,एडेन,एडेन
4422,missoula,मिसौला,मिसूला,मिसूला
4423,chase,चेज़,चेस,चेस
4424,grapevine,ग्रेपवाइन,ग्रेपवाइन,ग्रेपवाइन
4425,dunwoody,डनवूडी,दुनवुडी,दुनवुडी
4426,arias,एरियस,आरियास,आरियास
4427,underwood,अंडरवुड,उन्डरवुड़्ड,उन्डरवुड़्ड
4428,wilkinson,विल्किंसन,विल्किनसन,विल्किनसन
4429,riverside,रिवरसाइड,रिवर्साइड,रिवर्साइड
4430,euclid,यूक्लिड,ऑयक्लिद,ऑयक्लिद
4431,silva,सिल्वा,सिल्वा,सिल्वा
4432,vineland,वाइनलेंड,विनेलैंड,विनेलैंड
4433,conley,कॉनली,कॉनलेय,कॉनलेय
4434,madison,मेडिसन,माडिसन,माडिसन
4435,jonesboro,जोन्सबोरो,जॉन्सबोरो,जॉन्सबोरो
4436,harlingen,हालिंगन,हार्लिंगेन,हार्लिंगेन
4437,beard,बियर्ड,बेर्ड,बेर्ड
4438,mobile,मोबाइल,मोबाइल,मोबाइल
4439,juarez,जुआरेज़,जुआरेस,जुआरेस
4440,coon,कून,कून,कून
4441,rochester,रोचेस्टर,रोचेस्टर,रोचेस्टर
4442,hicks,हिक्स,हिक्स,हिक्स
4443,bend,बेंड,बेंद,बेंद
4444,elizabeth,एलिज़ाबेथ,इलिज़बेथ,इलिज़बेथ
4445,urbana,उरबाना,उर्बाना,उर्बाना
4446,union,यूनियन,यूनियन,यूनियन
4447,powell,पॉवेल,पोवेल,पोवेल
4448,pacheco,पचेको,पाचेको,पाचेको
4449,clarita,क्लैरिटा,क्लारिता,क्लारिता
4450,monterey,मोंटेरे,"मॉन्टरे

In Hindi, the word ""monterey"" is transliterated as ""मॉन्टरे"".",मॉन्टरे
4451,walls,वाल्स,वाल्स,वाल्स
4452,lane,लेन,लेन,लेन
4453,avondale,एवोंडेल,अवोंडेल,अवोंडेल
4454,roseville,रोज़विल,रॉजेविल,रॉजेविल
4455,dixon,डिक्सन,डाक्सन,डाक्सन
4456,arvada,अरवदा,अर्वादा,अर्वादा
4457,meriden,मेरिडेन,मेराइडेन,मेराइडेन
4458,wylie,विली,वाईली,वाईली
4459,jones,जोंस,जॉन्स,जॉन्स
4460,clark,क्लार्क,क्लार्क,क्लार्क
4461,pittman,पिटमैन,पिट्मैन,पिट्मैन
4462,killeen,किलेन,किलीन,किलीन
4463,tinley,टिनली,तिनली,तिनली
4464,hill,हिल,हिल,हिल
4465,orange,ऑरेंज,"ऑरेंज

(Note: The ""e"" in ""orange"" is pronounced as ""े"" in Hindi and not as ""ए"" or ""ओ"".)",ऑरेंज
4466,mcmahon,मैकमाहोन,एमसीसीहाँसोन,एमसीसीहाँसोन
4467,trenton,ट्रेंटन,त्रेंटोन,त्रेंटोन
4468,dillon,डिल्लों,दिल्लन,दिल्लन
4469,johnson,जॉनसन,जॉन्सन,जॉन्सन
4470,murrieta,मुर्रिएटा,मुर्रीटा,मुर्रीटा
4471,cambridge,कैंब्रिज,कैम्ब्रिज़्ड्ज,कैम्ब्रिज़्ड्ज
4472,mitchell,मिचेल,मिचेल,मिचेल
4473,sachan,सचन,सचन,सचन
4474,caplin,कैपलिन,कापलीन,कापलीन
4475,siyaram,सियाराम,सियाराम,सियाराम
4476,ladakh,लद्दाख़,लादाख,लादाख
4477,nashik,नाशिक,नाशिक,नाशिक
4478,aurobindo,औरोबिन्दो,औरोबिन्दो,औरोबिन्दो
4479,ventures,वेंचर्स,वेंट्यूर्स,वेंट्यूर्स
4480,khatoon,खातून,खातून,खातून
4481,equipment,इक्विपमेंट,इक्विप्मेंट,इक्विप्मेंट
4482,radico,रेडिको,राडिको,राडिको
4483,medizensar,मेडिजेन्सर,मेडिजनसार,मेडिजनसार
4484,kansai,कंसाई,कानसाई,कानसाई
4485,bodh,बोध,बोध,बोध
4486,kapurthala,कपूरथला,कपूरथाला,कपूरथाला
4487,dhaulpur,धौलपुर,धौलपुर,धौलपुर
4488,foodworks,फ़ूडवर्क्स,फूडवर्क्स,फूडवर्क्स
4489,goyal,गोयल,गोयाल,गोयाल
4490,kangra,कांगड़ा,काङ्ग्रा,काङ्ग्रा
4491,hugli,हुगली,हुग्ली,हुग्ली
4492,clariant,क्लैरिएंट,क्लारियांट,क्लारियांट
4493,sunflag,सनफ्लैग,सूनफ्लाग्,सूनफ्लाग्
4494,sekhar,सेखर,सेखर,सेखर
4495,brigade,ब्रिगेड,ब्रिगेड,ब्रिगेड
4496,assam,असम,असाम,असाम
4497,sons,संस,सोन्स,सोन्स
4498,vishwakarma,विश्वकर्मा,विश्वकर्मा,विश्वकर्मा
