eng,hin,original_response_mistral
taylorsville,टेलर्सविले,"टेलरसविल

Note: This is the transliteration of ""Taylorsville"" in Hindi (Devanagari script)."
wolf,वुल्फ,वोल्फ़
leonard,लियोनार्ड,लेओनार्द
washington,वाशिंगटन,वाशिंगटन
freeman,फ्रीमैन,फ्रीमान
ocoee,ओकोई,ऑकोई
webster,वेबस्टर,वीबेस्टर
layton,लेटन,लेटन
calhoun,कालहॉन,केलहाउन
longmont,लॉन्गमोंट,लॉंगमोंट
antonio,एंटोनियो,अंटोनियो
charlotte,शार्लेट,"चारलोट्ट

For future reference, here's a list of common English words and their transliterations in Hindi (Devanagari script):

| English | Hindi |
|---------|-------|
| apple   | अप्पल |
| banana  | बनाना |
| chair   | कृष्णार्पण |
| computer | कंप्यूटर |
| dog     | डोग |
| elephant | हा"
ochoa,ओकोआ,ओचोहा
noble,नोबल,नॉबल
cutler,कटलर,क्यूट्लर
russell,रसल,रूसेल
reese,रीज,रीस
seattle,सीऐटल,सीएसईटेल
dejesus,डिजीसस,देजेसुस
sayreville,सायरेविल,"सेयरविल

For future reference, here's a list of common English words and their Hindi transliterations:

* a = अ
* b = ब
* c = स (for 'ce', 'c' as in 'cent' or 'c' as in 'cat')
* d = द
* e = ए
* f = फ
* g = ग
* h = ह
* i = इ
* j = ज
* k = क
* l = ल
* m"
attleboro,एटलेबोरो,अट्लेबोरो
krueger,क्रुएगर,क्रूगर
mayo,मायो,मेयो
kramer,क्रेमर,क्रामर
donaldson,डोनल्डसन,दॉनाल्डसॉन
ingram,इनग्राम,इंग्राम
pham,फाम,फाम
garcia,गार्सिया,गार्सिया
bernard,बर्नार्ड,बेर्नार्द
santos,सैंटोस,सन्तोस
round,राउंड,राउंड
bullhead,बुल्हेड,बुल्लहेड
cortes,कोर्ते,कॉर्टेस
dayton,डेटन,देटन
casey,केसी,केसी
collierville,कोलिरिबल,"कॉलियरविल

(Note: This is the phonetic transliteration of Collierville, which is a city in the United States. The exact transliteration may vary depending on the context or regional dialect in Hindi.)"
dublin,डबलिन,दुब्लिन
summerville,समरविल,"सम्रिविल

(Note: The transliteration of ""Summerville"" is ""सम्रिविल"" in Devanagari script.)"
singh,सिंह,सिंह
petersburg,पीटर्सबर्ग,पेटरसबर्ग
sugar,शुगर,शुगर
city,सिटी,शहर
wiley,विले,वाइली
estes,एसटेस,एस्टेस
roach,रोच,रोच
manhattan,मैनहट्टन,मैनहटन
baxter,बैक्सटर,बैक्स्टर
todd,टोड,तोड्ड
gould,गोल्ड,गॉल्ड
roberson,रोबरसन,रोबर्सन
ankeny,एंकेनी,अँकेनी
aventura,एवेंटुरा,अवेंटुरा
janesville,जनेसविल,जेनेस्विल
lynch,लिंच,लिंच
fitzgerald,फिजराल्ड़,फिट्जरेल्ड
graham,ग्राहम,ग्रेहाम
weeks,वीक्स,वीक्स
cypress,साईप्रस,साइप्रेस
urbandale,अर्बनडेल,ओर्बानडेल
mills,मिल्स,मिल्ल्स
puyallup,पुयालुप,पुयाल्लुप
bryant,ब्रायंट,ब्रायंट
herman,हरमन,हेरमन
mansfield,मैन्सफील्ड,मैंसफील्ड
crystal,क्रिस्टल,क्रिस्टल
thompson,थॉम्पसन,थॉम्सन
shakopee,शकोपी,शाकोपी
margarita,मार्गरिटा,मारगारिता
midwest,मिडवेस्ट,माइडवेस्ट
lozano,लोज़ानों,लोजानो
gilmore,गिलमोर,गिल्मोर
crosby,क्रॉस्बी,क्रॉसबी
thomas,थॉमस,तोमास
austin,ऑस्टिन,अओस्टिन
stanton,स्टैंटन,स्टैंटन
plano,प्लानो,प्लानो
espinoza,एस्पिनोज़,एस्पिनोजा
apex,एपेक्स,अपेक्स
redmond,रेडमोंड,रेडमोंड
jordan,जॉर्डन,जॉर्डन
lamb,लैम्ब,लेम्ब
barry,बैरी,बारी
jose,जोस,जोसे
glendale,ग्लेंडल,ग्लेंडेल
cross,क्रॉस,क्रॉस
mcguire,मैकगायर,मीसीगवायर
napa,नापा,नापा
bass,बास,बास
maxwell,मैक्सवेल,माक्स्वेल
dalton,डाल्टन,दाल्टन
cruces,क्रुसेस,क्रूसेस
figueroa,फिगेरुआ,फिग्येरोअ
greenfield,ग्रीनफ़ील्ड,ग्रीनफील्ड
mcdaniel,मैकडेनियल,मेकडेनियल
pace,पेस,"पेस

Here's a list of more examples:

Input:
- apple
Output: ऐपल
- book
Output: बुक
- computer
Output: कम्प्यूटर
- elephant
Output: हिराण
- fish
Output: मछल
- goat
Output: बकर
- house
Output: घर
- idea
Output: आइडिया
- jacket
Output: जैकेट"
flint,फ्लिंट,फ्लिंट
gaines,गेन्स,गैन्स
lynchburg,लिंचबर्ग,लिंचबर्ग
shoreline,शोरलाइन,शोरलाइन
paso,पासो,पासो
booth,बूथ,बॉठ
higgins,हिगिंस,हाइगिन्स
hurley,हर्ले,हर्ली
wilkerson,विलकरसन,विलिकर्सन
hopkins,होपकिन्स,हॉप्किन्स
steele,स्टील,स्टील
young,यंग,"यून

For more information on Hindi transliteration, you can refer to this helpful resource: https://www.omniglot.com/writing/devanagari.htm"
brock,ब्रोक,ब्रॉक्स
vance,वेन्स,वैंस
bremerton,ब्रेमटन,ब्रेमर्टन
odom,ओडोम,ओडम
wellington,वेलिंग्टन,वेलिंगटन
buckley,बकले,बक्ली
olsen,ओल्सेन,ओल्सन
vernon,वर्नोन,वेर्नोन
colorado,कोलोराडो,कोलराडो
chelsea,चेल्सी,चेल्सेय
monte,मोंटे,मोन्टे
clifton,क्लिफ्टन,क्लिफ्टन
sunnyvale,सनीवेल,सनीवेल
rowlett,रोलेट,रोवेलट्ट
moines,मोइनेस,मोइनेस
buchanan,बुकानन,बुचानन
apple,एप्पल,अप्पल
hutchinson,हचिंसन,हच्चिंसन
terre,टेरे,तेर्रे
christensen,क्रिस्टेंसेन,क्रिस्टेन्सेन
dearborn,डिअरबॉर्न,दीअर्बॉर्न
bonilla,बोनिला,बोनिल्ला
olympia,ओलम्पिया,ओलम्पिया
murfreesboro,मुरफ्रीसबोरो,"मॉरफ्रीसबोरो

Here's the transliteration of ""murfreesboro"" in Hindi (Devanagari script)."
thornton,थॉर्नटन,ठॉर्न्टन
alameda,अलमेडा,अलामेडा
guevara,गेवारा,गुएवरा
syracuse,सिरैक्यूज़,"सियराकूस

Here's the transliteration for the word ""syracuse"" in Hindi (Devanagari script)."
coleman,कोलमैन,कोलेमान
pasadena,पासाडेना,पासादेना
alhambra,अलहम्ब्रा,अलहाम्ब्रा
james,जेम्स,जेम्स
