picot,पिकॉट
suchananchahi,सूचनांचाही
ambulance,एंब्युलेंस
amerikiyon,अमेरिकियों
vaisnav,वैस्नव
thangdurai,थंगदुरई
gorkhadi,गोरखड़ी
sonchiriya,सोनचिरिया
yuddhottejak,युद्धोत्तेजक
warm,वॉर्म
mohammadu,मोहम्मदु
apheresis,एफेरेसिस
kulyani,कुल्याणी
rohinton,रोहिंनटन
phrivatey,फ्रिवटे
daudhabhaag,दौड़भाग
nidanarth,निदानार्थ
shalkot,शलकोट
bahuvidhaayi,बहुविधायी
byo,ब्यो
aanve,आंवे
bandekar,बेंडेकर
daivlapament,डैव्लपमेंट
burchelli,बुरशेलाई
lehraaye,लहराए
rogchakra,रोगचक्र
gundaagardee,गुंडागर्दी
princerpal,प्रिंसरपल
shreddhey,श्रेद्धेय
fentanile,फेंटेनाइल
nanharam,नन्हाराम
tolidwara,टोलीद्वारा
dharamsama,धर्मसमा
aeronatics,एरोनाटिक्स
satvamaya,सत्वमय
ekrit,एकृत
doms,ङोर्म्स्
tahisaldar,तहीसलदार
yaayate,यायते
saurachaalit,सौरचालित
camelias,कैमेलियाज
vishaanti,विशान्ति
ambike,अंबिके
veenaon,वीणाओं
avasaat,अवसात
kharogash,खरोगश
awwab,अव्वाब
thame,थामे
chirari,चिरारी
kudchiche,कुडचीचे
kaangreske,कांग्रेसके
gudgeri,गुडगेरि
aatankparast,आतंकपरस्त
polymath,पॉलीमैथ
whitebalance,व्हाइटबैलेंस
chandrabimb,चंद्रबिंब
pallet,पैलेट
marthan,मार्थन
dhanmein,धनमें
pihuva,पिहूवा
meston,मैसटन
eretz,एर्टेज़
shaktipuram,शक्तिपुरम
hinghua,हिंघुआ
svaadhyaayiyon,स्वाध्यायियों
mosampool,मोसमपूल
digitalikaran,डिजिटलीकरण
khurchani,खुरचनी
ronan,रोनान
porosus,पोरोसस
ietf,आईईटीएफ
kufarbagh,कुफरबाग
pokharlya,पोखरल्या
yogijan,योगिजन
malgadia,मालगाड़िया
devamma,देवाम्मा
dhamkiyanmil,धमकियांमिल
landwind,लैंडविंड
kendrache,केंद्रचे
selki,सेलकी
depm,डीईपीएम
khetwale,खेतवाले
dreamwill,ड्रीमविल
qatayeb,कतायेब
nachal,नचाई
paalkhedi,पालखेड़ी
acception,एक्सेप्शन
sejila,सेजिला
braceby,ब्रेसबी
ashwarya,अश्वर्या
kaathjodi,काठजोड़ी
merd,मर्ड
caventors,कैवेन्टर्स
ulf,उल्फ
terrentino,टेरेंटिनो
maladevi,मालादेवी
apakshapaati,अपक्षपाती
samprekshan,सम्प्रेक्षण
bts,बीटीएस
dhandit,दण्डित
panchayatein,पंचायतें
bosporus,बोस्पोरस
folacin,फोलासिन
nateputekade,नातेपुतेकडे
rachaayenge,रचाएँगे
grampanchayaticha,ग्रामपंचायतीचा
hippocreshy,हिप्पोक्रेशी
susie,सूज़ी
stument,स्टूमेंट
hogaabaadhaaen,होगाबाधाएं
davtori,दवतोरी
paahunchane,पाहुंचने
tarapore,तारापुर
dhanerwal,धनेरवाल
clup,क्लप
telstross,टेलस्ट्रॉस
madhyawastha,मध्यावस्था
pravaaseelaal,प्रवासीलाल
naksan,नकसान
yesudass,यशुदास
talwarkars,तलवरकर्स
kavyasuman,काव्यसुमन
firozabadthana,फिरोजाबादथाना
kapatapurn,कपटपूर्ण
kahran,कहरान
kelawala,केलावाला
amarasi,अमरसी
ektarphaa,एकतरफा
nirikshakansah,निरीक्षकांसह
tankian,टैंकीयन
transversely,ट्रांसवर्सली
kasheeph,कशीफ
yamaane,यमाने
amrikiyo,अमरीकियों
uplabdhak,उपलब्धक
mayabunder,मायाबंदर
kuviye,कुविए
mukhyayalayon,मुख्यायलयों
alark,अलर्क
bhulkuan,भुलकुआं
clementown,क्लेमेंटाउन
jaindapur,जैंदापुर
sahmatijtai,सहमतिजताई
rohankala,रोहनकला
aswasthatela,अस्वस्थतेला
atitapit,अतितापित
gundipora,गुंडीपुरा
praasarit,प्रासरित
shriya,श्रीया
bahila,बहिला
crium,सीआरआईयूएम
khanota,खानोटा
dabraihi,डबरैही
muger,मुगेर
pangarmal,पांगरमल
swaasthyajanit,स्वास्थ्यजनित
sitambakar,सितम्बकर
jashara,जसहरा
lokottarvadi,लोकोत्तरवादी
kushalkant,कुशलकांत
anuli,अनुली
dhulkane,ढुलकाने
bhindarkalan,भिंडरकलां
ghoshanapatro,घोषणापत्रों
macania,मकानिया
muskuraya,मुस्कुरया
biotechnology,बॉयोटेक्नॉलोजी
mankarchya,मानकरच्या
aliasing,अलियासिंग
alfacat,अल्फाकैट
redox,रिडॉक्स
padalyachehi,पडल्याचेही
jansankhyavidon,जनसंख्याविदों
sambasdashiv,सांबसदाशिव
swikaryata,स्वीकार्यता
scoresbysund,स्कोरर्सबेयंड
andama,अंदामा
intendent,इनटेंडेंट
eisinger,इसिन्गेर
subrao,सुबराव
yuktta,युक्तता
tumakuru,तुमाकुरू
berthead,बर्थेड
kenyon,केन्योन
chyangsu,च्यांगसू
uncial,अन्सियल
barbados,बरबडोस
mereya,मेरेया
pugeco,पुगेको
kauravvansh,कौरववंश
agrakatha,अग्रकथा
stagosorus,स्टैगोसोरस
fauzadaari,फौज़दारी
nindaaparast,निंदापरस्त
jyaadiyaan,ज्यादियां
aaryabhaashaon,आर्यभाषाओं
yessil,येसिल
hatavaa,हटवा
holister,होलिस्टर
chemotheraphy,कीमोथेरेपी
laheet,लहीत
mijaji,मिजाजी
somulu,सोमुलू
phande,फन्दे
bagmugalia,बागमुगलिया
chirawa,चिरावा
bhintincha,भिंतींचा
kamboji,कांबोजी
samajbhashavaigyanik,समाजभाषावैज्ञानिक
aazaadiyon,आज़ादियों
thahaaraane,ठहाराने
lichchhavikaal,लिच्छविकाल
issuence,इशुएंस
haftebhar,हफ़्तेभर
chhaula,छौला
rotla,रोटला
moncrotophos,मोनोक्रोटोफॉस
jignani,जिगनानी
shreyvadachya,श्रेयवादाच्या
saabhana,साभना
madhane,मढ़ने
parola,परोला
prabhutvashaliyon,प्रभुत्वशालियों
punarvichar,पुर्नविचार
kapalbharati,कपालभारती
dugdhvyavsayik,दुग्धव्यावसायिक
kaboolegi,कबूलेगी
kirtinam,कीर्तिनम
accidend,एक्सीडेंड
harmu,हरमू
hainye,हैंये
mjf,एमजेएफ
qurbaniyan,क़ुर्बानियां
gijgarh,गीजगढ़
thapthapao,थपथपाओ
exima,एक्सिमा
shirwadkar,शिरवडकर
marakkottam,मरक्कोट्टम
earpholan,ईयरफोलन
villivakkam,विल्लीवाक्कम
gaighata,गाइघाटा
mukhali,मुखली
ubharanicha,उभारणीचा
firc,एफआईआरसी
kanyaao,कन्याओ
pathibhara,पाथिभारा
eucomers,यूकमर्स
doshanj,दोषांज
breeks,ब्रिक्स
kharaunchgaon,खरौंचगांव
ibteda,इब्तेदा
siahaya,सियाहाया
trivandrum,त्रिवेंदरम
bulatdashahar,बुलत्दशहर
catheranthus,कैथरेन्थस
sharqiyah,शार्कियाह
saneshwari,सनेश्वरी
bandolan,बंदोलन
dattwan,दत्तवान
gramsabhesamor,ग्रामसभेसमोर
barubagh,बारूबाग
ghatnakrama,घटनाक्रम
feesak,फीसक
mahtha,माहथा
carpedime,कारपेडाइम
pancharyon,पंचार्यों
pravishthayan,प्रविष्ठयां
vanderbilt,वांडरबिल्ट
chudiyala,चुडियाला
itdm,आईटीडीएम
thibetanus,तिबेतानुस
nekband,नेकबंद
jijani,जिजानी
tourette,टूरेट
pratikarmachari,प्रतिकर्मचारी
ciprocene,सिप्रोसीन
saramma,साराम्मा
jalsimayi,जल्सीमाई
jodon,जोडों
meshezabel,मशेजबेल
lalitupar,ललितुपर
durustaya,दुरुस्तय
pransankat,प्राणसंकट
kanhetkar,कान्हेटकर
kshitindra,क्षितिन्द्र
chitral,चित्रल
debawas,देबावास
sanvir,सनवीर
settled,सैटल
anuyayanvar,अनुयायांवर
laanga,लाँगा
arjunda,अर्जुन्दा
khinchvaanen,खिंचवानें
paretan,परेटन
multispecialty,मल्टीस्पैशलिटी
yakherij,याखेरीज
triterpanoid,ट्राइटरपेनोइड
vidhisangharshagrast,विधिसंघर्षग्रस्त
